"region","variety","year","produced","yield","PID","frosts","gdd1000","kdd1000","avgmin","precip","NA"
"Panama","arabica",1992,12174,26000,0.468230769230769,169,0,9.46961704280177,0.00845207369376746,0.0618583962117398,21.5340210057618
"Panama","arabica",1993,10945,27000,0.40537037037037,169,0,9.68471775951009,0.0182155050040964,0.0485848194733829,21.7675598411579
"Panama","arabica",1994,10456,27500,0.380218181818182,169,0,9.57273132697103,0.00704397459008986,0.060602996887861,21.5406341911804
"Panama","arabica",1995,11224,27300,0.411135531135531,169,0,9.46268925759314,0.00618635039989323,0.0619539692359867,21.3970746637667
"Panama","arabica",1996,11067,25000,0.44268,169,0,9.44567894584612,0.00635589215496042,0.0609764921057982,21.5539928515985
"Panama","arabica",1997,10478,24400,0.429426229508197,169,0,9.36738835413986,0.00323143429922345,0.0669362280033732,21.5831602819135
"Panama","arabica",1998,10527,26200,0.401793893129771,169,0,9.43537199694611,0.0102946547725528,0.0545013785805332,21.5336421749823
"Panama","arabica",1999,11434,23800,0.480420168067227,169,0,9.76768805014263,0.0367508051686466,0.0553809634651274,22.3833248669573
"Panama","arabica",2000,12024,32900,0.365471124620061,169,0,9.2949157319848,0.000803985856306002,0.0703597878654095,21.8371874646172
"Panama","arabica",2001,10255,21565,0.475539067934153,169,0,9.35138172751423,0.00405705968359393,0.0600748719646946,21.564501838978
"Panama","arabica",2002,15074,33500,0.449970149253731,169,0,9.59515370055013,0.0134284554705844,0.0468224579184886,21.7165433837486
"Panama","arabica",2003,11390,25300,0.450197628458498,169,0,9.66869579514061,0.0130416698508245,0.0473508655633109,22.1283605422836
"Panama","arabica",2004,11586.5,25700,0.450836575875486,169,0,9.77580652086625,0.0233777654348185,0.0510519471369244,22.202694676931
"Panama","arabica",2005,12778.8,28400,0.449957746478873,169,0,9.7356518771307,0.0115472783967472,0.0546099670507905,22.2079166525234
"Panama","arabica",2006,13153,29200,0.450445205479452,169,0,9.68998261579393,0.0141624025597147,0.0530209030723346,22.0927565961448
"Panama","arabica",2007,12844,28500,0.450666666666667,169,0,9.56084107705276,0.00528237553766231,0.051177904426625,21.9502724910338
"Panama","arabica",2008,13790,30600,0.450653594771242,169,0,9.69961457886105,0.016507226855514,0.0524318281569796,22.1125776497338
"Panama","arabica",2009,13324,29600,0.450135135135135,169,0,9.51921576740503,0.00883627462969925,0.0526397672476943,21.6162552938396
"Panama","arabica",2010,12961,28800,0.450034722222222,169,0,9.50813808927654,0.00741594516298064,0.0546843679382303,21.8594316760519
"Nepal","combined",1996,25,200,0.125,164,0,8.60905825313004,0.127334813020028,0.0197985574841705,16.693387881186
"Nepal","combined",1997,29,220,0.131818181818182,164,0,8.58469411567282,0.0854845445304529,0.0276882767564532,16.6949321392613
"Nepal","combined",1998,37,260,0.142307692307692,164,0,8.35996437450161,0.0590855843038291,0.0321721993764135,16.1361669978959
"Nepal","combined",1999,56,272,0.205882352941176,164,0,8.49364521911754,0.101704344361536,0.0297601562557523,16.9062441178383
"Nepal","combined",2000,45,277,0.162454873646209,164,0,8.83484515213121,0.0985335398381357,0.0345954194640657,17.577982749538
"Nepal","combined",2001,72,314,0.229299363057325,164,0,8.52677050620689,0.0746256793298055,0.0254572151221555,16.5614826498228
"Nepal","combined",2002,89,424,0.209905660377358,164,0,8.66628808191731,0.0720311358423656,0.0216485427530298,16.749468049924
"Nepal","combined",2003,139,596,0.233221476510067,164,0,8.82899157032919,0.103234866608244,0.0212515448116381,17.6356421371131
"Nepal","combined",2004,188,764,0.246073298429319,164,0,8.78037011476437,0.122908684029419,0.0206415840052121,17.3749272980131
"Nepal","combined",2005,218,925,0.235675675675676,164,0,8.77523422512858,0.0994423739340941,0.0245938258959441,17.4202830465685
"Nepal","combined",2006,250,1078,0.23191094619666,164,0,8.7931438781744,0.110333864688793,0.0142425836303684,17.6614935303456
"Nepal","combined",2007,300,1285,0.233463035019455,164,0,8.78083963588377,0.0810976757582932,0.0123194764571753,17.5088683457488
"Nepal","combined",2008,460,1395,0.329749103942652,164,0,8.76117542796639,0.0852321947303579,0.0192825416903822,17.8526112459071
"Nepal","combined",2009,500,1495,0.334448160535117,164,0,8.6428410522181,0.0584431605379127,0.0300640522347429,17.6125149101984
"Nepal","combined",2010,268,1531,0.175048987589811,164,0,8.71803547981262,0.0832059449450673,0.0256566146803558,17.518110549607
"Costa Rica","arabica",1981,106389,81750,1.30139449541284,51,0,9.04724385703549,0.00503519848177788,0.068308073870809,20.4893187128163
"Costa Rica","arabica",1982,113102,85000,1.33061176470588,51,0,8.98243276677103,0.00113847264768351,0.0619273977620066,20.5200578693484
"Costa Rica","arabica",1983,115087,85000,1.35396470588235,51,0,9.0681206668816,0.00519514054643681,0.0445823098585039,20.1348868085863
"Costa Rica","arabica",1984,124008,87000,1.42537931034483,51,0,9.39837994246853,0.0280494028076575,0.0440071925082796,20.780028178097
"Costa Rica","arabica",1985,136857,90000,1.52063333333333,51,0,9.15169106668541,0.00491604352087298,0.0553371694862441,20.1994777641023
"Costa Rica","arabica",1986,124000,90000,1.37777777777778,51,0,9.02462941551392,0.00504699337883956,0.0536047589681781,19.7883438015563
"Costa Rica","arabica",1987,128227,111000,1.1551981981982,51,0,9.09424321909151,0.00797341619718331,0.0488344750551578,19.8616787427593
"Costa Rica","arabica",1988,138000,93000,1.48387096774194,51,0,9.1996115811446,0.0128850414663931,0.0499430827548716,20.4508077324547
"Costa Rica","arabica",1989,144900,93000,1.55806451612903,51,0,9.30798831988739,0.00839350085743363,0.0555086648889321,20.6049640058541
"Costa Rica","arabica",1990,157000,105000,1.4952380952381,51,0,9.09713817320008,0.00788310911433386,0.0469255685554489,19.9645156955699
"Costa Rica","arabica",1991,151100,115000,1.31391304347826,51,0,9.20077646522317,0.00597377138283904,0.0436621865228402,20.2402018685762
"Costa Rica","arabica",1992,158000,105000,1.5047619047619,51,0,9.24261191430704,0.0118737387233104,0.0465216426628997,20.2978103457039
"Costa Rica","arabica",1993,168000,106000,1.58490566037736,51,0,9.40923884175747,0.0193668838938649,0.0391813981130528,20.4905320388346
"Costa Rica","arabica",1994,156927,105000,1.49454285714286,51,0,9.23226145032879,0.0083764009576678,0.0519649407825035,20.2701693334352
"Costa Rica","arabica",1995,147998,108966,1.35820347631371,51,0,9.24550922949471,0.00835166010835203,0.047173774248954,20.166765236525
"Costa Rica","arabica",1996,150061,108000,1.3894537037037,51,0,9.2980707102432,0.00645869236643264,0.0469901756639296,20.4660262235751
"Costa Rica","arabica",1997,154131,108000,1.42713888888889,51,0,9.19613425957984,0.00633846006599244,0.0618082640493534,20.5179803033453
"Costa Rica","arabica",1998,132015,108000,1.22236111111111,51,0,9.23373472065698,0.0107213051838631,0.0513847359957721,20.4710733122147
"Costa Rica","arabica",1999,152385,106000,1.43759433962264,51,0,9.55838628192092,0.0384420785809904,0.0470959260579202,21.3558999441784
"Costa Rica","arabica",2000,147868,106000,1.39498113207547,51,0,9.11053714089349,0.00489398271250149,0.0679386441073234,20.8463537167754
"Costa Rica","arabica",2001,161395,106000,1.52259433962264,51,0,9.1230669238489,0.00619286978025425,0.0524645880373529,20.4961042707058
"Costa Rica","arabica",2002,150289,113130,1.32846283037214,51,0,9.40718306514407,0.0193483352714613,0.0404986077673961,20.600619750098
"Costa Rica","arabica",2003,140874,113387,1.24241756109607,51,0,9.43059627184248,0.0190996033493627,0.041546405105934,20.9694126109034
"Costa Rica","arabica",2004,132259,113387,1.16643883337596,51,0,9.43800343472511,0.0224439771242329,0.0470845792840467,21.0032368306701
"Costa Rica","arabica",2005,126000,98681,1.27684153991143,51,0,9.44982827710462,0.0154897760254075,0.052363437187345,21.1387242722218
"Costa Rica","arabica",2006,125669,98681,1.27348729745341,51,0,9.45749658765518,0.0182239744859914,0.0472587758028738,21.0137411110374
"Costa Rica","arabica",2007,101038,98681,1.02388504372676,51,0,9.30831147274851,0.0122251026976599,0.0481869457444725,20.8214386971244
"Costa Rica","arabica",2008,121058,98681,1.22676097729046,51,0,9.56659284716615,0.0252870903922547,0.0496151404142631,21.0626269790126
"Costa Rica","arabica",2009,111959,98681,1.13455477751543,51,0,9.34638620423312,0.017171267384622,0.0480713000433746,20.5631393974201
"Costa Rica","arabica",2010,91403,98681,0.926247200575592,51,0,9.29471037023191,0.0154240003953666,0.0529425930364501,20.8349221724813
"Burundi","combined",1981,18894,30000,0.6298,19,0,7.87033261958526,6.50108456389287e-05,0.0139331837975873,14.7993709548881
"Burundi","combined",1982,43824,55000,0.7968,19,0,7.7516963313009,6.94662762927898e-05,0.0138163725272349,14.623538662779
"Burundi","combined",1983,20221,34000,0.594735294117647,19,0,7.72733612506943,0,0.0117091547697395,14.9973557009935
"Burundi","combined",1984,35954,31000,1.1598064516129,19,0,7.89479384091744,0,0.0158917297942435,15.376647825915
"Burundi","combined",1985,27005,32500,0.830923076923077,19,0,7.8649195841314,8.00154258066583e-05,0.0126597154899111,14.9118981473289
"Burundi","combined",1986,32493,32000,1.01540625,19,0,7.77180848212231,9.76456868967968e-06,0.0115171853148869,14.5684204022977
"Burundi","combined",1987,31290,38000,0.823421052631579,19,0,7.64398696121012,0,0.0109670011082127,14.31987299638
"Burundi","combined",1988,37338,39000,0.957384615384615,19,0,7.63713198914623,0,0.0189451795336074,14.6531647814228
"Burundi","combined",1989,35247,38000,0.927552631578947,19,0,7.93893358441021,0.000106457503400001,0.0126018202844223,15.25767727352
"Burundi","combined",1990,31400,39000,0.805128205128205,19,0,7.81919241119959,9.37235824225304e-05,0.0110490489379117,14.9494645603008
"Burundi","combined",1991,32694,42229,0.774207298302115,19,0,7.76317854699586,9.42613669960582e-05,0.0164313449820511,15.0089160054192
"Burundi","combined",1992,34204,38000,0.900105263157895,19,0,8.00872806761616,0.000191773783202746,0.0109229060177334,15.1025946362077
"Burundi","combined",1993,37215,40000,0.930375,19,0,8.18302984556855,0.00172584905122073,0.00791476723370022,15.2420440128714
"Burundi","combined",1994,22991,28000,0.821107142857143,19,0,7.90740909504124,1.68668900663569e-05,0.0133477337845443,14.8791688911021
"Burundi","combined",1995,41293,44000,0.938477272727273,19,0,8.09287207458478,0.000525595445174962,0.0106906485741917,15.1992642772392
"Burundi","combined",1996,25516,35000,0.729028571428571,19,0,8.01242826792688,0,0.0109224059188218,15.2263718614404
"Burundi","combined",1997,26875,34000,0.790441176470588,19,0,7.99737118368798,0.00018483260283215,0.0117939115324165,15.2415070915995
"Burundi","combined",1998,19991,29000,0.689344827586207,19,0,7.85975388913045,2.17301438775728e-05,0.0112417626638064,15.0004140460686
"Burundi","combined",1999,16937,28000,0.604892857142857,19,0,8.00008823541975,0.00127139466893281,0.0209889778224658,15.8162951172218
"Burundi","combined",2000,29130,32000,0.9103125,19,0,8.1469270229475,0.00108342962205881,0.0117796658957248,15.4716219043616
"Burundi","combined",2001,18500,21000,0.880952380952381,19,0,8.15870075498229,0.000674892944144746,0.00995476797598606,15.4195673741883
"Burundi","arabica",2002,15834,18000,0.879666666666667,19,0,8.05163630465871,0.000727860363487271,0.0168106721431591,15.4416649985525
"Burundi","arabica",2003,36000,40000,0.9,19,0,8.07288540307829,0.000160491076227146,0.0159147163446467,15.657752899886
"Burundi","arabica",2004,20100,22000,0.913636363636364,19,0,8.18108658691602,0.000467539578286637,0.0150187408988288,15.9046676394543
"Burundi","arabica",2005,36000,40000,0.9,19,0,8.15135291480713,0.000113009704714393,0.0146981187149325,15.7383019469879
